num_doc,wiki_text,viki_text
1444,"By far the largest predator known from the formation, adult Tarbosaurus most likely preyed upon large hadrosaurs such as Saurolophus and Barsboldia, or sauropods such as Nemegtosaurus, and Opisthocoelicaudia.",The Tarbosaurus preys on large dinosaurs like the Hadrosaur Saurolophus or the sauropod Nemegtusaurus.
1446,"* Nelson was inducted into the Rock and Roll Hall of Fame in 1987, and to the Rockabilly Hall of Fame.","Nelson recorded 20 Top 10 hits and was inducted into the Rock and Roll Hall of Fame on January 21, 1987."
1446,"At Christmas 1961, Nelson began dating Sharon Kristin ""Kris"" Harmon (June 25, 1945 - April 26, 2018), the daughter of football player Tom Harmon and actress Elyse Knox (née Elsie Kornbrath) and the older sister of Kelly and Mark Harmon.","Nelson married Sharon Kristin Harmon on April 20, 1963."
1446,Blair died with Nelson in the airplane fire.,Nelson was engaged to Helen Blair when they both died in an airplane crash in 1985.
1446,"Eric Hilliard Nelson (May 8, 1940 - December 31, 1985), known professionally as Ricky Nelson, was an American pop star, musician, and singer-songwriter.","Ricky Nelson in a publicity photo for Decca Records, 1966 Eric Hilliard ""Ricky"" (or ""Rick"") Nelson was an American actor and rock musician."
1446,"He made his film debut in Here Come the Nelsons (1952) and had a small role in The Story of Three Loves (1953) at MGM directed by Vincente Minnelli playing Farley Granger as a boy. Following his success on TV and with singing, Howard Hawks cast him as a gunslinger in Rio Bravo (1959) with John Wayne and Dean Martin; Hawks attributed much of the film's box office success to Nelson.","He appeared with John Wayne and Dean Martin in the 1959 movie, Rio Bravo, and received a Golden Globe nomination for ""Most Promising Male Newcomer""."
1446,"In 1957, he recorded his first single, debuted as a singer on the television version of the sitcom, and released the #1 album titled Ricky.",He debuted as a singer in 1957 on the television version of the series.
1446,Nelson began his entertainment career in 1949 playing himself in the radio sitcom series The Adventures of Ozzie and Harriet.,"Nelson's career in entertainment began in 1949 when he played himself on his parents' radio series, The Adventures of Ozzie and Harriett."
1446,"When a single was released nonetheless, he exercised his contractual right to approve any artwork and vetoed a picture sleeve. On August 4, 1958, ""Poor Little Fool"" became the #1 single on Billboards newly instituted Hot 100 singles chart and sold over two million copies.","His first album Ricky was #1 in 1957, and ""Poor Little Fool"" became his first #1 single in 1958."
1447,"A year later, the Adamsons return to Kenya and are given a week to find Elsa.","The Adamsons return to England for a year, then return to Kenya for a week. They hope to find Elsa."
1447,"Born Free is a 1966 British drama film starring Virginia McKenna and Bill Travers as Joy and George Adamson, a real-life couple who raised Elsa the Lioness, an orphaned lion cub, to adulthood, and released her into the wilderness of Kenya.",Born Free Born Free is a movie based on a book of the same name by Joy Adamson. The book and movie tell the true story of an Englishwoman and a lioness named Elsa.
1447,Elsa manages to fight a wild lioness and is accepted into the pride - Joy and George are overjoyed at their success but promise to see their dear friend again when they return to Kenya.,"Joy succeeds in rehabilitating Elsa, and releases her to the wild."
1447,"However, they find her severely injured (possibly by wild lions). Joy still believes that she can teach Elsa to survive as she opposes sending her to a zoo, where she will have no freedom.",Authorities tell Joy to return Elsa to the wild or send her to a zoo.
1447,"In a village in the Northern Province of Kenya, a human is killed and eaten by a male lion. British senior game warden, George Adamson (Bill Travers) is sent in to kill the menacing lion and also his female, who charges him in defence of her three cubs. George brings the three cubs home to his wife Joy (Virginia McKenna) and raises them. They name the cubs Big One, Lastika and Elsa who is the youngest and the one which Joy and George become especially attached to.","George and Joy Adamson live in Kenya, and raise three orphaned lion cubs to young lionhood."
1447,They are overjoyed to see that Elsa has succeeded as a wild lion and is now the mother of three cubs.,The Adamsons are thrilled to discover Elsa is the mother of three cubs.
1448,"It is an official holiday in about a dozen countries, while the other festive days are regionally observed as either public or optional restricted holidays in India.","It is a public holiday in India, Sri Lanka, Myanmar, Nepal and some other countries."
1448,"Sikhs celebrate Bandi Chhor Divas in remembrance of the release of Guru Hargobind from the Gwalior Fort prison by the Mughal emperor, Jahangir, and the day he arrived at the Golden Temple in Amritsar. According to J.S. Grewal, a scholar of Sikhism and Sikh history, Diwali in the Sikh tradition is older than the sixth Guru Hargobind legend.","Sikhs celebrate Diwali under the name Bandi Chhor Divas (""the day of prisoners' release"") to remember when Guru Hargobind was released from Jahangir's prison at the beginning of the 17th century."
1448,The religious significance of Diwali varies regionally within India.,The significance of Diwali varies depending on religion and region.
1450,"and has been criticized by liberal and conservative critics alike for bias and inaccuracies. Background Conservapedia was created in November 2006 by Andrew Schlafly, a Harvard- and Princeton-educated attorney and a homeschool teacher.","Conservapedia is an online wiki created in 2006 by Andrew Schlafly as an alternative to the supposed ""liberal bias"" and ""discouragement of conservative ideas"" he found apparent on Wikipedia."
